Gene_id	Gene_name	Gene_description	HM_3	HM_2	HM_1	Bb_3	Bb_2	Bb_1	HM	Bb
gene-BBA_07238	BBA_07238	DUF618 domain-containing protein	48.75	45.11	57.39	75.28	60.07	86.54	50.416667	73.963333
gene-BBA_07239	BBA_07239	clathrin light chain	375.49	371.95	391.31	409.18	355.98	448.59	379.583333	404.583333
gene-BBA_07240	BBA_07240	hypothetical protein	754.52	1162.56	780.93	2576.93	2624.56	2623.03	899.336667	2608.173333
gene-BBA_07241	BBA_07241	pentatricopeptide repeat domain-containing protein	7.02	4.89	7.59	5.6	5.04	7.18	6.5	5.94
gene-BBA_07242	BBA_07242	SNARE domain-containing protein	68.6	72.43	60.26	67.04	55.54	63.52	67.096667	62.033333
gene-BBA_07243	BBA_07243	calmodulin-like protein	497.69	517.91	524.56	612.31	562.74	663.45	513.386667	612.833333
gene-BBA_07244	BBA_07244	AP-1 complex subunit gamma-1	52.41	43.93	56.36	35.31	26.35	40.33	50.9	33.996667
gene-BBA_07245	BBA_07245	NADH-cytochrome b-5 reductase	10.42	11.22	12.15	15.58	19.17	18.93	11.263333	17.893333
gene-BBA_07246	BBA_07246	hypothetical protein	19.45	17.17	22.91	16.53	15.61	21.07	19.843333	17.736667
gene-BBA_07247	BBA_07247	SRP72 RNA-binding domain-containing protein	66.13	60.37	74.48	51.06	45.19	64.88	66.993333	53.71
gene-BBA_07248	BBA_07248	sec7-domain protein	15.66	11.76	17.43	11.62	10.64	13.89	14.95	12.05
gene-BBA_07249	BBA_07249	ECM14-like protein	109.78	93.81	110.42	73.86	63.64	87.83	104.67	75.11
gene-BBA_07250	BBA_07250	MAPEG family protein	258.02	188.56	302.91	71.37	73.5	66.43	249.83	70.433333
gene-BBA_07251	BBA_07251	condensin complex component SMC1	22.18	18.2	25.43	17.21	15.66	23.35	21.936667	18.74
gene-BBA_07252	BBA_07252	F-box protein	11.63	8.37	11.57	12.32	9.08	16.04	10.523333	12.48
gene-BBA_07253	BBA_07253	WD domain-containing protein	31.5	29.16	34.48	40.15	36.5	46.42	31.713333	41.023333
gene-BBA_07254	BBA_07254	Acyl-CoA N-acyltransferase	46.7	60.25	50.93	82.59	90.06	82.06	52.626667	84.903333
gene-BBA_07255	BBA_07255	RNA recognition domain-containing protein	211.13	221.2	237.68	268.06	280.84	275.02	223.336667	274.64
gene-BBA_07256	BBA_07256	secretory pathway protein Sec39	24.99	19.55	26.83	17.78	13.34	22.02	23.79	17.713333
gene-BBA_07257	BBA_07257	NADH:ubiquinone oxidoreductase 11.5kD subunit	1382.08	1770.74	1493.46	2776.56	2780.36	2816.26	1548.76	2791.06
gene-BBA_07258	BBA_07258	hypothetical protein	0	0.31	0	0.62	0.28	0.34	0.103333	0.413333
gene-BBA_07259	BBA_07259	myb-like DNA-binding domain-containing protein	16.91	18.74	17.72	32.83	39.58	39.82	17.79	37.41
gene-BBA_07260	BBA_07260	tetratricopeptide-like protein	34.68	27.71	35.52	24.49	18.63	28.02	32.636667	23.713333
gene-BBA_07261	BBA_07261	60S ribosomal protein L12	1002.35	1142.53	1181.41	1316.7	1555.18	1450.11	1108.763333	1440.663333
gene-BBA_07262	BBA_07262	Sec23/Sec24 trunk domain-containing protein	210.09	178.29	205.89	174.7	136.85	200.47	198.09	170.673333
gene-BBA_07263	BBA_07263	abhydrolase domain-containing protein	80.77	76.37	83.88	82.68	78.37	100.42	80.34	87.156667
gene-BBA_07264	BBA_07264	ribosomal S3Ae family protein	1292.69	1266.11	1511.87	1239.62	1425.75	1365.15	1356.89	1343.506667
gene-BBA_07265	BBA_07265	GTP cyclohydrolase II	60.05	54.27	57.88	76.29	65.42	89.27	57.4	76.993333
gene-BBA_07266	BBA_07266	hypothetical protein	71.15	73.01	71.49	95.93	104.08	122.76	71.883333	107.59
gene-BBA_07267	BBA_07267	uracil phosphoribosyltransferase	132.79	148.92	142.64	197.13	176.43	213.18	141.45	195.58
gene-BBA_07268	BBA_07268	Ham1 family protein	129.09	170.85	129.81	196.16	195.37	211.35	143.25	200.96
gene-BBA_07269	BBA_07269	"putative serine-tRNA ligase, cytosolic"	160.03	160.48	161.94	212.44	152.34	222.8	160.816667	195.86
gene-BBA_07270	BBA_07270	hypothetical protein	38.71	36.63	44.87	44.68	42.5	52.16	40.07	46.446667
gene-BBA_07271	BBA_07271	NOL1/NOP2/sun family protein	57.97	58.96	74.45	57.06	66.91	55.24	63.793333	59.736667
gene-BBA_07272	BBA_07272	POS9-activating factor FAP7	39.79	46.34	41.19	43.08	48.63	54.08	42.44	48.596667
gene-BBA_07273	BBA_07273	Myosin	35.98	31.22	39.62	23.99	22.25	27.51	35.606667	24.583333
gene-BBA_07274	BBA_07274	protein containing DUF88	7.77	8.73	10.22	12	9.91	14.02	8.906667	11.976667
gene-BBA_07275	BBA_07275	endonuclease/exonuclease/phosphatase family	35.33	42.75	37.09	75.1	49.31	85.63	38.39	70.013333
gene-BBA_07276	BBA_07276	hypothetical protein	65.15	59.82	70.1	38.89	39.23	41.93	65.023333	40.016667
gene-BBA_07277	BBA_07277	hypothetical protein	1.3	1.07	1.58	1.15	0.78	0.59	1.316667	0.84
gene-BBA_07278	BBA_07278	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_07279	BBA_07279	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_07280	BBA_07280	"oxidoreductase 2-nitropropane dioxygenase family, putative"	17.8	17.09	16.19	7.26	5.71	10.71	17.026667	7.893333
gene-BBA_07281	BBA_07281	urea active transporter	0.45	0.61	0.81	0.14	0.25	0.15	0.623333	0.18
gene-BBA_07282	BBA_07282	pristinamycin IIA synthase subunit A	14.5	11.37	15.78	3.18	4.03	4.1	13.883333	3.77
gene-BBA_07283	BBA_07283	alcohol dehydrogenase GroES-like domain-containing protein	2.55	2.83	2.8	4.6	4.65	3.56	2.726667	4.27
gene-BBA_07284	BBA_07284	C6 zinc finger domain protein	16.18	10.14	17.05	14.69	11.04	17.12	14.456667	14.283333
gene-BBA_07285	BBA_07285	Multicopper oxidase family protein	12.83	13.03	16.8	6.83	10.12	9.27	14.22	8.74
gene-BBA_07286	BBA_07286	Phosphoesterase-like protein	5.12	6.69	8.68	5.79	6.23	8.14	6.83	6.72
gene-BBA_07287	BBA_07287	MFS monocarboxylate transporter	0.76	0.94	0.33	0.79	1.02	0.76	0.676667	0.856667
gene-BBA_07288	BBA_07288	"C6 transcription factor, putative"	6.79	5.77	7.92	6.22	4.84	6.85	6.826667	5.97
gene-BBA_07289	BBA_07289	"alpha/beta hydrolase, putative"	441.04	647.97	344.15	2.82	7.4	2.88	477.72	4.366667
gene-BBA_07290	BBA_07290	hypothetical protein	5.85	5.58	2.39	0	0	0	4.606667	0
gene-BBA_07291	BBA_07291	peptidase A4 family protein	3249.66	2078.99	4135.76	2131.37	2774	2283.95	3154.803333	2396.44
gene-BBA_07292	BBA_07292	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_07293	BBA_07293	hypothetical protein	0.13	0.1	0.32	0.21	0	0	0.183333	0.07
gene-BBA_07294	BBA_07294	protease S8 tripeptidyl peptidase I (cln2)	424.89	300.4	454.49	113.38	179.88	116.7	393.26	136.653333
gene-BBA_07295	BBA_07295	Cytochrome P450 CYP578A2	18.4	7.35	23.21	2.97	1.87	5.23	16.32	3.356667
gene-BBA_07296	BBA_07296	peptidase family S58	76.7	71.86	76.62	94.34	111.45	116.91	75.06	107.566667
gene-BBA_07297	BBA_07297	"oxidoreductase, short-chain dehydrogenase/reductase"	63.32	80.09	60.57	156.17	136.25	157.46	67.993333	149.96
gene-BBA_07298	BBA_07298	Multicopper oxidase family protein	38.74	31.4	40.33	34.1	31.43	39.91	36.823333	35.146667
gene-BBA_07299	BBA_07299	non-hemolytic phospholipase C precursor	61.58	55.43	67.39	153.44	164.95	162.63	61.466667	160.34
gene-BBA_07300	BBA_07300	C6 transcription factor	23.73	20.61	33.75	12.6	13.09	12.89	26.03	12.86
gene-BBA_07301	BBA_07301	aldehyde dehydrogenase (NAD) family protein	32.99	33.72	33.42	31.1	29.26	32.83	33.376667	31.063333
gene-BBA_07302	BBA_07302	GMP synthase	2.66	1.48	3.19	3.77	5.04	5.95	2.443333	4.92
gene-BBA_07303	BBA_07303	hypothetical protein	48.14	47.8	38.21	6.93	5.66	10.71	44.716667	7.766667
gene-BBA_07304	BBA_07304	"malate dehydrogenase, putative"	31.75	44.73	22.62	133.21	106.75	126.1	33.033333	122.02
gene-BBA_07305	BBA_07305	calcium binding protein Caleosin	5.06	15.44	4.63	10.01	13.95	12.21	8.376667	12.056667
gene-BBA_07306	BBA_07306	hypothetical protein	97.98	60.04	79.67	6.97	7.89	7.77	79.23	7.543333
gene-BBA_07307	BBA_07307	methyltransferase-like protein	130.52	142.99	131.97	279.67	200.32	245.71	135.16	241.9
gene-BBA_07308	BBA_07308	hypothetical protein	100.16	101.89	105.58	87.01	87.64	95.17	102.543333	89.94
gene-BBA_07309	BBA_07309	Phosphoesterase-like protein	20.57	26.44	24.22	11.29	14.17	13.79	23.743333	13.083333
gene-BBA_07310	BBA_07310	ATP-dependent DNA helicase recQ	30.5	29.31	32.59	20.08	18.56	24.91	30.8	21.183333
gene-BBA_07311	BBA_07311	ferro-O2-oxidoreductase	10.55	10.03	12.45	4.05	4.58	4.91	11.01	4.513333
gene-BBA_07312	BBA_07312	sugar transporter	8.85	6.87	9.81	4	5.03	6.17	8.51	5.066667
gene-BBA_07313	BBA_07313	Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase	9.14	6.35	7.86	3.92	3.31	4.07	7.783333	3.766667
gene-BBA_07314	BBA_07314	extracellular dipeptidyl-peptidase Dpp4	360.01	275.74	396.24	111.61	78.7	126.51	343.996667	105.606667
gene-BBA_07315	BBA_07315	endonuclease/exonuclease/phosphatase family	0.06	0	0.05	0	0.08	0.1	0.036667	0.06
gene-BBA_07316	BBA_07316	amino acid permease	3.36	4.11	5.06	2.58	1.96	3	4.176667	2.513333
gene-BBA_07317	BBA_07317	cell cycle control protein	25.33	24.88	27.07	32.67	32.17	37.25	25.76	34.03
gene-BBA_07318	BBA_07318	hydrolase-like protein	6.47	6.64	8.1	12.03	10.46	11.31	7.07	11.266667
gene-BBA_07319	BBA_07319	hypothetical protein	64.3	52.35	56.42	9.37	7.92	11.1	57.69	9.463333
gene-BBA_07320	BBA_07320	subtilisin-like protease PR1F	0	0	0.08	0	0.07	0.33	0.026667	0.133333
gene-BBA_07321	BBA_07321	serine protease	0.13	0.26	0.41	0.1	0.03	0.07	0.266667	0.066667
gene-BBA_07322	BBA_07322	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_07323	BBA_07323	6-phosphogluconate dehydrogenase	2.18	3.23	1.05	0.37	0.21	0.15	2.153333	0.243333
gene-BBA_07324	BBA_07324	breast cancer protein	53.28	56.63	52.63	28.74	24.1	23.62	54.18	25.486667
gene-BBA_07325	BBA_07325	hypothetical protein	193.28	186.01	197.98	226.06	219.74	239.95	192.423333	228.583333
gene-BBA_07326	BBA_07326	phosphoglycerate kinase	290.56	275.6	276.42	369.16	379.95	411.25	280.86	386.786667
gene-BBA_07327	BBA_07327	putative MEI5 protein	3.36	3.09	4.61	2.52	1.93	3.49	3.686667	2.646667
gene-BBA_07328	BBA_07328	hypothetical protein	1.09	0.86	0	0.44	0	0.48	0.65	0.306667
gene-BBA_07329	BBA_07329	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_07330	BBA_07330	vacuolar membrane protein	182.53	194.58	168.93	103.53	95.64	117.95	182.013333	105.706667
gene-BBA_07331	BBA_07331	"N,O-diacetyl muramidase, putative"	173.03	293.73	148.72	227.63	138.48	200.79	205.16	188.966667
gene-BBA_07332	BBA_07332	aspartyl proteinase	11.84	16.22	11.39	30.55	4.69	23.85	13.15	19.696667
gene-BBA_07333	BBA_07333	hypothetical protein	0	0	0	6.36	0	10.46	0	5.606667
gene-BBA_07334	BBA_07334	C6 zinc finger domain-containing protein	69.5	45.24	66.12	2.12	1.66	2.29	60.286667	2.023333
gene-BBA_07335	BBA_07335	Cytochrome P450 CYP655C1	1257.2	599.87	1186.59	0.84	0.86	1.47	1014.553333	1.056667
gene-BBA_07336	BBA_07336	Cytochrome P450 CYP623C1	207.68	81.91	160.69	0.24	0.18	0.21	150.093333	0.21
gene-BBA_07337	BBA_07337	Alcohol dehydrogenase	661.95	301.33	583.97	0.13	0.12	0.29	515.75	0.18
gene-BBA_07338	BBA_07338	tenellin polyketide synthase	33.41	21.17	29.97	2.92	2.49	3.53	28.183333	2.98
gene-BBA_07339	BBA_07339	Putative Zn(II)2Cys6 transcription factor	177	117.93	206.81	1.86	1.8	2.06	167.246667	1.906667
gene-BBA_07340	BBA_07340	monocarboxylate permease-like protein	1672.93	662.83	1830.61	0.12	0.16	0.39	1388.79	0.223333
gene-BBA_07341	BBA_07341	C6 transcription factor RosA-like protein	0.74	0.29	0.3	0.29	0	0	0.443333	0.096667
gene-BBA_07342	BBA_07342	C6 transcription factor	0.59	0.13	0.74	0	0.06	0.07	0.486667	0.043333
gene-BBA_07343	BBA_07343	GTP-binding protein rho2	0.2	0.15	0	0	0.14	0	0.116667	0.046667
gene-BBA_07344	BBA_07344	chloroperoxidase-like protein	0	0	0	0	0	0	0	0
gene-BBA_07345	BBA_07345	glycoside hydrolase family 16 protein	0.1	0	0	0	0	0	0.033333	0
gene-BBA_07346	BBA_07346	class VII chitin synthase	0	0.03	0.03	0	0	0	0.02	0
gene-BBA_07347	BBA_07347	hypothetical protein	5.39	3.78	6.93	3.59	2.31	4.13	5.366667	3.343333
gene-BBA_07348	BBA_07348	hypothetical protein	6.17	6.01	7.9	2.41	1.93	2.49	6.693333	2.276667
gene-BBA_07349	BBA_07349	vitamin H transporter	0.92	1.65	1.3	0.8	0.79	2	1.29	1.196667
gene-BBA_07350	BBA_07350	short-chain dehydrogenase	1.52	0.48	1.51	0.68	0.27	1.08	1.17	0.676667
gene-BBA_07351	BBA_07351	Major Facilitator Superfamily protein	2.64	2.1	2.81	1.4	1.7	2.48	2.516667	1.86
gene-BBA_07352	BBA_07352	hypothetical protein	7.93	6.34	9.93	5.32	3.36	5.96	8.066667	4.88
gene-BBA_07353	BBA_07353	ribose 5-phosphate isomerase	1.23	0	3.06	1.49	0.89	2.18	1.43	1.52
gene-BBA_07354	BBA_07354	"fructose-bisphosphate aldolase, putative"	19.97	11.42	20.24	8.41	6.68	12.06	17.21	9.05
gene-BBA_07355	BBA_07355	Putative Zn(II)2Cys6 transcription factor	1.98	1.73	2.45	4.1	4.27	5.32	2.053333	4.563333
gene-BBA_07356	BBA_07356	dihydroxyacetone kinase	1.69	2.65	2.79	3.66	4.81	5.41	2.376667	4.626667
gene-BBA_07357	BBA_07357	TPR domain protein	2.09	1.48	2.05	1.98	1.68	2.78	1.873333	2.146667
gene-BBA_07358	BBA_07358	hypothetical protein	3.31	2.4	2.03	1.81	3.46	2.17	2.58	2.48
gene-BBA_07359	BBA_07359	hypothetical protein	10.28	7.45	10.38	7.74	7.23	9.58	9.37	8.183333
gene-BBA_07360	BBA_07360	hypothetical protein	1.35	1.79	1.17	0.38	0.17	0.84	1.436667	0.463333
gene-BBA_07361	BBA_07361	microsomal signal peptidase 18 kDa subunit	143.18	136.41	139.2	108.8	95.05	107.68	139.596667	103.843333
gene-BBA_07362	BBA_07362	putative membrane protein	28.87	19.06	22.12	9.39	5.84	14.17	23.35	9.8
gene-BBA_07363	BBA_07363	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_07364	BBA_07364	tat pathway signal sequence	336.07	289.12	315.07	29.59	25.21	39.64	313.42	31.48
gene-BBA_07365	BBA_07365	kinesin motor domain-containing protein	5.65	4.3	5.7	10.01	8.93	12.61	5.216667	10.516667
gene-BBA_07366	BBA_07366	ORF28R-like protein	0.71	0.29	0.48	0.04	0	0	0.493333	0.013333
gene-BBA_07367	BBA_07367	hypothetical protein	15.32	11.27	17.89	8.22	8.72	10.69	14.826667	9.21
gene-BBA_07368	BBA_07368	hypothetical protein	0	0	0	0	0	0.24	0	0.08
gene-BBA_07369	BBA_07369	"peptidase S1 and S6, chymotrypsin/Hap"	15.28	25.18	25.97	20.63	20.04	29.36	22.143333	23.343333
gene-BBA_07370	BBA_07370	penicillin-binding protein	0.27	0.28	0.08	0.08	0.08	0.05	0.21	0.07
gene-BBA_07371	BBA_07371	alcohol dehydrogenase	0.98	1.28	1.33	1.66	1.53	1.34	1.196667	1.51
gene-BBA_07372	BBA_07372	"homogentisate 1,2-dioxygenase"	0	0.16	0.28	0.16	0.1	0.06	0.146667	0.106667
gene-BBA_07373	BBA_07373	hypothetical protein	0	13.25	0	14.58	12.3	16.99	4.416667	14.623333
gene-BBA_07374	BBA_07374	hypothetical protein	48.33	51.7	40.03	98.57	109.26	117.43	46.686667	108.42
gene-BBA_07375	BBA_07375	hypothetical protein	0.3	0.81	0.12	0.23	0	0.26	0.41	0.163333
gene-BBA_07376	BBA_07376	hypothetical protein	99.09	100.42	68.47	106.23	105.48	133.4	89.326667	115.036667
gene-BBA_07377	BBA_07377	hypothetical protein	37.45	29.17	19.02	25.33	35.7	37.44	28.546667	32.823333
gene-BBA_07378	BBA_07378	putative histidine kinase HHK3p	6.2	5.62	7.77	5.71	5.17	6.41	6.53	5.763333
gene-BBA_07379	BBA_07379	transferase family protein	21.49	13.49	25.75	74.31	70.59	79.04	20.243333	74.646667
gene-BBA_07380	BBA_07380	siderophore iron transporter mirB	193.94	177.45	207.93	559.38	456.32	597.92	193.106667	537.873333
gene-BBA_07381	BBA_07381	BTB/POZ domain containing protein	85.8	88.21	99.65	80.69	78.26	84.01	91.22	80.986667
gene-BBA_07382	BBA_07382	hypothetical protein AN7484	50.47	45.65	55.66	53.63	64.68	62.29	50.593333	60.2
gene-BBA_07383	BBA_07383	hypothetical protein	6.43	4.6	6.68	3.79	2.93	5.33	5.903333	4.016667
gene-BBA_07384	BBA_07384	Brf1-like TBP-binding domain-containing protein	8.46	6.32	8.6	8.37	8.87	8.25	7.793333	8.496667
gene-BBA_07385	BBA_07385	MFS transporter	3.14	2.84	2.78	7.57	10.92	9.8	2.92	9.43
gene-BBA_07386	BBA_07386	hypothetical protein	55.03	129.85	54.55	8215.49	10166.66	9295.53	79.81	9225.893333
gene-BBA_07387	BBA_07387	general amidase GmdB	14.07	15.13	16.88	19.16	18.67	20.36	15.36	19.396667
gene-BBA_07388	BBA_07388	"Glycoside hydrolase, catalytic core"	59.13	72.77	58.78	147.65	162.94	170.7	63.56	160.43
gene-BBA_07389	BBA_07389	protein phosphatase 2C	46.02	43.8	54.58	40.69	41.5	44.81	48.133333	42.333333
gene-BBA_07390	BBA_07390	DNA-binding protein	16.4	14.74	12.4	25.44	21.25	29.53	14.513333	25.406667
gene-BBA_07391	BBA_07391	"calcineurin-like phosphoesterase, putative"	19.48	17.48	21.07	39.56	36.83	46.25	19.343333	40.88
gene-BBA_07392	BBA_07392	ribosome biogenesis protein SSF1	22.95	23.24	34.02	16.03	19.33	19.22	26.736667	18.193333
gene-BBA_07393	BBA_07393	DEAD/DEAH box helicase	13.98	11.58	20.78	13.08	8.25	14.44	15.446667	11.923333
gene-BBA_07394	BBA_07394	"transcriptional corepressor, putative"	15.95	17.21	21.08	21.08	20.78	24.15	18.08	22.003333
gene-BBA_07395	BBA_07395	bud site selection protein	62.94	61.49	63.7	47	38.28	51.97	62.71	45.75
gene-BBA_07396	BBA_07396	XPA-binding protein	28.95	26.83	34.54	20.24	13.9	27.27	30.106667	20.47
gene-BBA_07397	BBA_07397	"DNA-directed RNA polymerases I, II, and III subunit RPABC4"	108.42	100.69	87.75	110.49	154.4	135.33	98.953333	133.406667
gene-BBA_07398	BBA_07398	HIT domain-containing protein	7.93	7.71	10.38	16.96	9.69	10.93	8.673333	12.526667
gene-BBA_07399	BBA_07399	glycerol dehydrogenase Gcy1	5.97	6.5	4.85	9.57	7.71	10.28	5.773333	9.186667
gene-BBA_07400	BBA_07400	hypothetical protein	19.63	9.6	13.85	15.38	17.11	14.83	14.36	15.773333
gene-BBA_07401	BBA_07401	fungal specific transcription factor	35.57	31.44	42.65	49.29	47.91	56.08	36.553333	51.093333
gene-BBA_07402	BBA_07402	kelch repeat protein	18.15	15.23	23.79	118.92	96.02	104.69	19.056667	106.543333
gene-BBA_07403	BBA_07403	hypothetical protein	151.72	147.44	131.97	282.43	194.43	312.87	143.71	263.243333
gene-BBA_07404	BBA_07404	DUF221 family protein	39.09	31.36	39.15	47.12	38.28	51.8	36.533333	45.733333
gene-BBA_07405	BBA_07405	hypothetical protein	6.82	5.93	8.64	12.66	11.4	13.01	7.13	12.356667
gene-BBA_07406	BBA_07406	acyl-CoA thioesterase II	1.95	1.66	2.24	1.34	0.77	1.2	1.95	1.103333
gene-BBA_07407	BBA_07407	hypothetical protein	0.05	0.24	0.13	0	0.15	0.09	0.14	0.08
gene-BBA_07408	BBA_07408	DJ-1/PfpI family protein	0	0	0	0	0	0	0	0
gene-BBA_07409	BBA_07409	hypothetical protein	4.73	5.11	5.68	6.06	4.92	5.56	5.173333	5.513333
gene-BBA_07410	BBA_07410	glutathione S-transferase domain-containing protein	6.64	6.16	3.95	1.85	2.18	2.63	5.583333	2.22
gene-BBA_07411	BBA_07411	cholera enterotoxin subunit A2	0	0	0	0	0	0	0	0
gene-BBA_07412	BBA_07412	hypothetical protein	0	0	0.06	0.13	0	0.21	0.02	0.113333
gene-BBA_07413	BBA_07413	short chain dehydrogenase	0.12	0.37	0.1	0	0	0	0.196667	0
gene-BBA_07414	BBA_07414	hypothetical protein	2.05	0.81	4.23	0	0	0	2.363333	0
gene-BBA_07415	BBA_07415	nmrA-like family protein	1.25	1.21	1.08	0.09	0	0	1.18	0.03
gene-BBA_07416	BBA_07416	glutamyl-tRNA synthetase	0.14	0.11	0.22	0.53	0.4	0.75	0.156667	0.56
gene-BBA_07417	BBA_07417	Aldehyde dehydrogenase	0	0	0	0	0	0	0	0
gene-BBA_07418	BBA_07418	fungal specific transcription factor	0.27	0.35	0.48	0.2	0.21	0.26	0.366667	0.223333
gene-BBA_07419	BBA_07419	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_07420	BBA_07420	"polyketide synthase, putative"	0	0	0	0	0	0	0	0
gene-BBA_07421	BBA_07421	Flavin-binding monooxygenase-like family protein	0	0	0	0	0	0	0	0
gene-BBA_07422	BBA_07422	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_07423	BBA_07423	hypothetical protein	2.95	2.38	3.39	6.91	6.42	7.59	2.906667	6.973333
gene-BBA_07424	BBA_07424	metalloprotease MEP1	4.99	5.99	6.13	4.03	4.12	5.13	5.703333	4.426667
gene-BBA_07425	BBA_07425	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_07426	BBA_07426	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_07427	BBA_07427	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_07428	BBA_07428	d-3-phosphoglycerate dehydrogenase	97.59	85.31	91.93	59.14	57.21	52.54	91.61	56.296667
gene-BBA_07429	BBA_07429	"carboxy-cis,cis-muconate cyclase"	8.14	7.9	7.29	2.43	2.65	5.18	7.776667	3.42
gene-BBA_07430	BBA_07430	GTPase binding protein Rid1	19.8	12.31	18.49	17.9	10.66	21.12	16.866667	16.56
gene-BBA_07431	BBA_07431	DlpA domain-containing protein	45.44	53.18	43.96	55.21	64.58	54.14	47.526667	57.976667
gene-BBA_07432	BBA_07432	WW-domain ligand protein	174.28	134.01	164.18	93.81	87.65	103.89	157.49	95.116667
gene-BBA_07433	BBA_07433	ubiquinol-cytochrome c reductase complex subunit	268.51	243.05	261.93	348.43	373.15	347.12	257.83	356.233333
gene-BBA_07434	BBA_07434	major facilitator superfamily transporter	19.84	14.54	18.43	12.21	10.58	15.59	17.603333	12.793333
gene-BBA_07435	BBA_07435	3-ketosteroid reductase	43.44	39.02	39.18	61.17	54.47	56.91	40.546667	57.516667
gene-BBA_07436	BBA_07436	KH domain-containing protein	145.94	137.92	147.85	100.35	117.8	95.03	143.903333	104.393333
gene-BBA_07437	BBA_07437	"beta-1,4-glucosidase"	13.78	13.98	13.73	19.2	26.63	13.19	13.83	19.673333
gene-BBA_07438	BBA_07438	PAK kinase	21.71	16.5	25.32	14.55	12.71	17.33	21.176667	14.863333
gene-BBA_07439	BBA_07439	"Peptidase S33, tripeptidyl-peptidase"	1.29	0.75	1.1	0.83	0.56	0.54	1.046667	0.643333
gene-BBA_07440	BBA_07440	SH3 domain-containing protein	51.83	50.16	33.26	16.93	14.3	16.37	45.083333	15.866667
gene-BBA_07441	BBA_07441	SNARE domain-containing protein	87.39	130.43	71.6	100.52	91.52	95.2	96.473333	95.746667
gene-BBA_07442	BBA_07442	stromal membrane-associated protein	38.53	38.37	37.57	41.99	36.31	46.2	38.156667	41.5
gene-BBA_07443	BBA_07443	SelR domain-containing protein	145.48	167.96	125.88	109.42	90.49	82.86	146.44	94.256667
gene-BBA_07444	BBA_07444	hypothetical protein	0.93	0.57	0.89	1.3	1.46	1.92	0.796667	1.56
gene-BBA_07445	BBA_07445	hypothetical protein	11.12	10.93	12.36	19.3	15.45	25.08	11.47	19.943333
gene-BBA_07446	BBA_07446	arid/bright DNA binding domain-containing protein	19.13	19.08	23.76	28.03	22.31	30.73	20.656667	27.023333
gene-BBA_07447	BBA_07447	short chain dehydrogenase	223.32	159.94	206.36	53.74	103.76	36.34	196.54	64.613333
gene-BBA_07448	BBA_07448	hypothetical protein	0.33	0.52	0	0	0	0	0.283333	0
